name,size_of_the_bottle,MRP_of_the_bottle,price_of_the_bottle,1mg_url,brand_name,key_benefits,key_ingredients,rating,number_of_rating
Bakson's Homeopathy Syzygium Jambolanum Mother Tincture Q,30 ml,110,110.0,https://www.1mg.com/otc/bakson-s-homeopathy-syzygium-jambolanum-mother-tincture-q-otc767466,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It primarily helps regulate and monitor high blood sugar levels', 'It helps in reducing raised blood sugar levels', 'It is also helpful in managing skin conditions such as ulcers and red papules', 'It works stomach disorders such as indigestion and diarrhoea caused due to the intake of contaminated food', 'It deals with symptoms associated with high blood sugar levels such as the excessive urge to urinate and increased appetite and thirst', 'It may reduce weakness and fatigue associated with the increased blood sugar level']",['Syzygium jambolanum'],0.0,0
Bakson's Homeopathy Kreosotum Dilution 30,30 ml,100,100.0,https://www.1mg.com/otc/bakson-s-homeopathy-kreosotum-dilution-30-otc764846,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It can improve incontinence and urgency of urine', 'It is helpful for leucorrhoea which worsens between periods', 'It helps with bleeding from small wounds in the body', 'It helps relieve irritability and weakness of memory']",['Kreosotum'],0.0,0
Bakson's Homeopathy Crotalus Cascavella Dilution 30,30 ml,100,93.4,https://www.1mg.com/otc/bakson-s-homeopathy-crotalus-cascavella-dilution-30-otc759906,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Helpful in getting a sound sleep and acts as a sedative', 'Provides relief in conditions of palpitations', 'especially during menstrual period', 'Provides relief from trembling feeling in the heart']",['Extracts from the crotalus cascavella plant'],0.0,0
ADEL Merc Dul Dilution 30 CH,10 ml,145,145.0,https://www.1mg.com/otc/adel-merc-dul-dilution-30-ch-otc327291,Adel Pekana Germany,"['It is useful for the management of digestive health and helps relieve distress and promote comfort', 'It helps in relieving darrhoea in children', 'Beneficial remedy for infections of mucous membranes with blocked ears due to ear wax', 'Helps in the management of catarrhal infections of eyes and throat', 'It also helps to manage jaundice and promote relief']",['Mercurius Dulcis'],0.0,0
Dr. Reckeweg Pix Liquida Dilution 30 CH,11 ml,135,135.0,https://www.1mg.com/otc/dr.-reckeweg-pix-liquida-dilution-30-ch-otc326486,Dr Reckeweg & Co,"['It helps deal with cough and throat pain', 'Assists in managing bronchitis and bronchial irritation', 'It supports digestive health and well- being', 'It is helpful in dealing with vomiting and stomach ache']",['Pix Liquida'],0.0,0
SBL Hepar Sulphur Trituration Tablet 3X,25 gm,175,175.0,https://www.1mg.com/otc/sbl-hepar-sulphur-trituration-tablet-3x-otc338989,SBL Pvt Ltd,"['Relieves glandular swellings and eruptions', 'Relieves mouth bleeding and mouth and gum pains', 'Relieves painful neck inflammation', 'Relieves burning sensation with white vesicles after itching', 'Relieves sore throat and cough', 'Relieves ear aches and inflamed lymphatic glands', 'Helps against over sensitivity and reduces inflammation of skin', 'Effective treatment against digestive problems and smelly stools', 'Good remedy against unhealthy skin and acne', 'Helps against small pimples and deep cracks in feet and hand']","['Apis mellifica', 'Calcium sulphide', 'Calcarea hypophosphorosa', 'Echinacea angustifolia', 'Silica']",4.2,10
SBL Chimaphila Umbellata Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/sbl-chimaphila-umbellata-dilution-1000-ch-otc346146,SBL Pvt Ltd,"['Highly effective in the treatment of urinary tract infections and bladder disorders', 'Treats conditions of scanty urine and strain caused before urination', 'Can be used for the treatment of acute prostatitis', 'Relieves stabbing pain the head', 'especially the front side with itchy and strained eyes', 'It can be used for tooth sensitivity and relieves pain associated with it', 'Treats conditions associated with loss of prostatic fluid and its enlargement', 'It can also be used to cure rheumatism and arthritis', 'It also helps in treating skin disorders such as inflammation and enlargement of lymphatic glands']",['Chimaphila Umbellata'],4.3,27
Medisynth Gasgan Forte Drop,30 ml,175,163.0,https://www.1mg.com/otc/medisynth-gasgan-forte-drop-otc339287,Medisynth Chemicals Pvt Ltd,"['It reduces heart burn and regulates bowel movements', 'It relieves digestive discomfort', 'bloating and flatulence', 'It helps in the digestion process', 'reducing indigestion symptoms', 'It soothes stomach cramps and abdominal pain', 'It supports overall digestive health and well-being']","['Carbo Vegetabilis', 'Colchicum Autumnale', 'Nux Vomica']",4.4,178
Wheezal Stimulant-H Drop,30 ml,250,250.0,https://www.1mg.com/otc/wheezal-stimulant-h-drop-otc339236,Wheezal Homoeo Pharma,"['Effective for hyperthyroidism', 'Treat problems related to sexual weakness or sexual disorder that leads to premature ejaculation', 'Treats loss of sexual power and sexual parts that are weak during coition', 'Extremely useful in men who have masturbated excessively in their childhood', 'Treatsloss of sexual desire after diabetes', 'gonorrhoea or recurrent urinary tract infection', 'discharge of prostatic fluid without erection', 'premature ejaculation', 'Cure excessive sexual excitement', 'but too weak to endure and intercourse', 'Relief from urinary tract infection leading to severe impotency', 'too weak to perform intercourse due to chronic disease of the nervous system', 'Useful in dribbling of prostatic fluid during stool or after slightest excitement', 'Cure sexual neurasthenia characterized by sunken face', 'backache', 'weakness and guilty look', 'Treat problems of testes that arise after mumps']","['Acid Phos', 'AgnusCastus', 'Lycopodium', 'Ginseng', 'Damiana', 'Yohimbinum', 'Lupulin', 'Conium M', 'Staphysagria', 'Onosmodium', 'Titanium']",3.9,53
Bjain Camphora Dilution 12 CH,30 ml,85,74.7,https://www.1mg.com/otc/bjain-camphora-dilution-12-ch-otc437366,Bjain Pharmaceuticals Pvt. Ltd.,"['The product is beneficial in the case of headaches with fever', 'cold and body pains', 'It provides comfort in throbbing pain in the occipital region along with pulsation', 'It works as a heart stimulant and is useful in discomfort in the region of the heart with suffocation and difficult breathing', 'The medicine facilitates relief in muscular pains in between the shoulders', 'cracking in the joints and cramps in the calves']",['Camphora'],0.0,0
SBL Myrica Cerifera Dilution 6 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-myrica-cerifera-dilution-6-ch-otc354872,SBL Pvt Ltd,"['Helps in curing the irritable bowel syndrome', 'Reduces the inflammation of the intestines that are accompanied by bloody diarrhoea', 'Reduces the looseness of bowel condition', 'Helps to deal with the sudden irregular changes in the body which are caused by involuntary contraction of muscles']",['Myrica Cerifera'],0.0,0
SBL Senega Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/sbl-senega-dilution-1000-ch-otc348703,SBL Pvt Ltd,"['It is used for the treatment of respiratory disorders', 'Helps in treating excessive dry cough and relives oppression in the chest', 'It helps in relieving constriction in the chest along with excess mucus in the lungs', 'Treats conditions of aphonia and dyspnoea and improves breathing', 'It can also be used as a chemopreventive agent against lung cancer and improves immune responses', 'Based on homoeopathic composition', 'it is safe to use and has no side effects']",['Senega'],4.5,41
SBL Acidum Phosphoricum Dilution CM CH,10 ml,320,320.0,https://www.1mg.com/otc/sbl-acidum-phosphoricum-dilution-cm-ch-otc385103,SBL Pvt Ltd,"['Treats complications associated with mental as well as emotional trauma', 'Provides relief from headache due to exhaustion and mental weakness', 'Helps improve concentration', 'focus and memory and improves general mood', 'Improves physical and mental stress and corrects negative thinking patterns', 'It can be used to treat soreness of the eyes that leads to irritated and itchy eyes', 'Helps in relieving distension', 'nausea and vomiting in stomach', 'Improves digestion and stimulates appetite', 'Acts as a mild sedative and treats insomnia caused due to anxiety', 'Corrects sexual disorders in men and increases libido', 'Prevents premature greying of hair']",['Acidum Phosphoricum'],4.5,462
Dr. Reckeweg Apis Mell Dilution 200 CH,11 ml,170,170.0,https://www.1mg.com/otc/dr.-reckeweg-apis-mell-dilution-200-ch-otc335920,Dr Reckeweg & Co,"['This homoeopathy blend is useful in giving relief from swelling of eyelids', 'conjunctiva and eye puffiness', 'It may help in reducing the swelling of the lip', 'and tongue and also helps with mouth ulcers and throat pains', 'It may reduce involuntary and frequent urination along with reducing the pain and burning sensation while urinating', 'It may help in reducing pain near the ovaries during periods', 'It may also reduces the puffiness around your face and caters to stinging pain and soreness caused by insect bites']",['Apis mellifica with alcohol'],4.6,102
Dr Willmar Schwabe India Acalypha Indica Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-acalypha-indica-dilution-1000-ch-otc397313,Dr Willmar Schwabe India Pvt Ltd,"['Primarily used for the treatment of respiratory disorders including tuberculosis of the lungs', 'It relieves congestion in the chest and is used to cure conditions of bronchitis and asthma', 'It can be used to treat liver infections including hepatic diseases and jaundice', 'Acts as an analgesic agent and relieves headache', 'body ache and pains of the haemorrhoids', 'Highly effective in the treatment of diarrhoea and it helps in stimulating appetite', 'Provides effective relief from dry', 'racking cough with recurrent pain in the chest and lungs', 'It is also used to treat skin conditions including eczema and discoloration of the skin']",['Acalypha'],0.0,0
Lord's L 105 Abdominal Left Side Drop,30 ml,160,157.0,https://www.1mg.com/otc/lord-s-l-105-abdominal-left-side-drop-otc448744,Lord's Homoeopathic Laboratory Pvt Ltd,"['Lachesis 30x is useful for soothing left ovary pain and reducing swelling', 'Trifacial neuralgia is beneficial for the left side', 'heat running up into the head', 'Lycopodium clav 30x: Symptoms characteristically run from right to left', 'Palladium is indicated in right-sided complaints of should affections and right shoulder pains', 'Pimpinella saxifraga is useful in renal colic right-sided complaints']","['Lachesis 30x', 'Lycopodium clav 30x', 'Palladium 12x', 'Pimpinella Saxifraga 30x']",0.0,0
Lord's Calc Sulph Biochemic Tablet 30X,25 gm,95,94.5,https://www.1mg.com/otc/lord-s-calc-sulph-biochemic-tablet-30x-otc544953,Lord's Homoeopathic Laboratory Pvt Ltd,"['Primarily used for the treatment of skin conditions such as eczema and acne', 'Heals minor cuts and wounds and skin rashes that causes itchiness', 'Helpful in treating ear infections an rashes', 'Provides effective relief from congestion in head due to chronic infection of sinuses', 'Can be used to relieve stomach infections such as diarrhoea and dysentery', 'Has a potent effect on the treatment of respiratory issues such as excessive cough and relives issues associated with tonsillitis']",['Calcarea Sulphurica'],0.0,0
Dr. Reckeweg Laurocerasus Dilution 200 CH,11 ml,160,160.0,https://www.1mg.com/otc/dr.-reckeweg-laurocerasus-dilution-200-ch-otc334816,Dr Reckeweg & Co,"['Helps relieve irregular and forceful heartbeats', 'Alleviates spasmodic cough in heart patients', 'Reduces skin blueness due to insufficient oxygen supply', 'Eases difficulty in breathing', 'Helps relieve gasping for breath and soothes tickling dry cough', 'Manages phlegm that is jelly-like or mixed slightly with blood', 'Addresses issues of deep sleep accompanied by snoring and loud breathing', 'Improves circulation', 'reducing bluish appearance of limbs and alleviating cold', 'clammy feet and toes']",['Laurocerasus'],0.0,0
ADEL Kali Phos Dilution 10M,10 ml,230,230.0,https://www.1mg.com/otc/adel-kali-phos-dilution-10m-otc764652,Adel Pekana Germany,"['It may help in managing anxiety and depression', 'It can relieve muscle weakness and increase stamina', 'It may relieve nervous headaches with severe fatigue', 'It can manage the offensive odour of menstrual discharge in females', 'It may help manage severe physical and mental exhaustion after hard work or stress', 'It may help manage late menstruation or too scanty in pale', 'irritable', 'sensitive', 'lachrymose females', 'It may help manage insomnia and incontinence of urine']",['Kali phos'],4.3,37
Bjain Syzygium Jambolanum Dilution 3X,100 ml,225,225.0,https://www.1mg.com/otc/bjain-syzygium-jambolanum-dilution-3x-otc432392,Bjain Pharmaceuticals Pvt. Ltd.,"['It helps in the management of diabetes and high sugar in the urine', 'It is effective for complaints of small red papules with itching', 'It helps with old ulcers in the skin', 'Sugar metabolism is aided by this remedy']",['Syzygium Jambolanum'],4.3,31
Dr Willmar Schwabe India Tuberculinum Dilution 30 CH,30 ml,105,105.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-tuberculinum-dilution-30-ch-otc391848,Dr Willmar Schwabe India Pvt Ltd,"['Helps in curing vomiting and nausea', 'Treats headache and migraine', 'Useful in case of tuberculosis', 'Helps in treating loose motions', 'Cures TB of joints and ring worm', 'Helps in curing eczema', 'Improves breathlessness', 'Cures cough with sputum']","['Nosode (bovine TB)', 'Ethanol', 'Water']",4.0,28
SBL Zincum Cyanatum Dilution 200 CH,30 ml,120,120.0,https://www.1mg.com/otc/sbl-zincum-cyanatum-dilution-200-ch-otc358858,SBL Pvt Ltd,"['Helps in nervous affections and convulsions from epileptic attacks', 'Treats brain afflictions', 'meninges and paralysis', 'Develops healthy stool and eases constipation', 'Regulates mind excitement', 'sensitivity and bad temper', 'Helps in regulating sudden changes to facial color', 'Relieves head congestion due to brain affections']",['Zincum cyanatum with alcohol'],0.0,0
Dr. Reckeweg Kali Iodatum Dilution 200 CH,11 ml,170,170.0,https://www.1mg.com/otc/dr.-reckeweg-kali-iodatum-dilution-200-ch-otc334882,Dr Reckeweg & Co,"['It can provide relief from runny nose', 'The dilution helps relieve pain in the nose', 'runny nose and other nasal complaints', 'It is useful for frontal sinusitis', 'It can help ease chest conditions', 'The dilution has a soothing effect on glandular swelling', 'It may help manage purpura and hemorrhagic diathesis', 'The dilution is useful in chronic catarrh', 'It can provide relief from violent headaches with pain in the eyes', 'It is useful for swelling', 'congestion and inflammation of all glands']",['Kali Iodatum'],4.8,30
Bjain Azadirachta Indica Dilution 6C,100 ml,180,158.0,https://www.1mg.com/otc/bjain-azadirachta-indica-dilution-6c-otc434113,Bjain Pharmaceuticals Pvt. Ltd.,"['Neem exhibits antibacterial activity', 'Plays role in scavenging of free radical generation and prevention of diseases', 'Promotes a healthy digestive system by protecting the stomach and removing toxins and harmful bacteria', 'It is used in many medicinal treatment of skin diseases', 'hair problems', 'decreased liver function', 'toxins in the blood', 'dental problems', 'cough', 'asthma', 'ulcers', 'intestinal worms', 'urinary diseases etc.', 'It also shows wound healing effect and neuro-protective effect']",['Azadirachta Indica (Neem)'],0.0,0
SBL Camphora 0/3 LM,20 gm,200,200.0,https://www.1mg.com/otc/sbl-camphora-0-3-lm-otc361861,SBL Pvt Ltd,"['Highly effective in the treatment of cold and helps relieves congestion in the nose', 'It helps in reducing dizziness', 'soreness and throbbing pain in the head', 'It is an effective remedy for respiratory disorders and relieves congestion in the chest', 'Treats breathing difficulties and along with severe palpitation and dry', 'violent cough', 'Helpful in relieving pains associated with rheumatism and arthritis', 'Contains antispasmodic properties and treats muscle spasms and violent convulsions', 'Useful in treating muscle cramps and provides relief from fever']",['Camphora'],0.0,0
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,11 ml,145,138.0,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-30-ch-otc326754,Dr Reckeweg & Co,"['Combats the blood pressure level that arises due to anxiety', 'exhilaration and sudden shock', 'Used in the treatment of cold', 'flu and sore throat', 'Treats nervousness that is caused during examination time', 'job interviews and presentations either in class or at workplace', 'Helps in reducing severe anxieties that results in paralysis', 'Treatment of sensation of tightness in the head', 'heavy eyelids', 'double vision and vertigo problems']","['Natural Minerals', 'Gelsemium Sempervirens', 'Lactose', 'Sucrose']",4.6,315
Dr Willmar Schwabe India Lupulus Dilution 200 CH,30 ml,120,119.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-lupulus-dilution-200-ch-otc405121,Dr Willmar Schwabe India Pvt Ltd,"['Primarily used for the treatment of sexual debility in male', 'Provides relief from frustrating sexual problems such as nocturnal emissions caused due to debility and onanism', 'It can also be used to treat nervous system disorders']",['Lupulus'],0.0,0
Wheezal Niccolum Sulphuricum Dilution 30,30 ml,100,92.9,https://www.1mg.com/otc/wheezal-niccolum-sulphuricum-dilution-30-otc934706,Wheezal Homoeo Pharma,"['It is indicated for addressing respiratory issues like asthma and bronchitis', 'It may assist in managing symptoms associated with coughs', 'especially dry', 'spasmodic coughs', 'It helps provide relief in cases of respiratory congestion and difficulty in breathing', 'It might be beneficial for individuals experiencing skin conditions like eczema', 'It can help deal with certain types of headaches']",['Niccolum Sulphuricum'],0.0,0
Pioneer Pharma Lachnanthes Tinct Globules Pellet Multidose Pills 200 CH,150 tablets,120,120.0,https://www.1mg.com/otc/pioneer-pharma-lachnanthes-tinct-globules-pellet-multidose-pills-200-ch-otc921152,Homeotrade,"['The formulation helps to relieve the pain on the right side of the head that extends down to the jaw', 'giving the worst painful feeling', 'It is ideal for spasms', 'joint inflammation and stiffness of the neck', 'It helps with reducing the infection of the chest and the sensation of heat bubbling and boiling around the heart region', 'rising to the head', 'It helps to relieve stiffness and pain in the back and chilliness between shoulder blades', 'It is based on homoeopathic composition', 'it is safe to use and has no side effects']",['A plant in the bloodwort family'],0.0,0
Wheezal Aethusa Cynapium 0/10 LM,20 gm,180,174.0,https://www.1mg.com/otc/wheezal-aethusa-cynapium-0-10-lm-otc866945,Wheezal Homoeo Pharma,"['Helps in relieving many types of mental problems like emotional trauma', 'sleep talking and many types of unnecessary fears', 'Helps in preventing weight loss and weakness due to diarrhoea and vomiting', 'Relieves violent convulsions and aggravated heat', 'Relieves head pain due to mental exertion', 'Protects against violent vomiting', 'Relieves cramping pain', 'and distention and manages diarrhoea']",['Aethusa Cynapium'],0.0,0
Dr. Majumder Homeo World Alstonia Constricta Dilution (30ml Each) 3,1 Bottle,260,260.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-alstonia-constricta-dilution-30ml-each-3-otc862498,Dr. Majumder Homeo World,"['Provides effective relief from prostration', 'low fever', 'diarrhoea and weakness', 'Helps relieve abdominal pain and nausea', 'Improves digestion and is useful in diarrhoea', 'Helps to cleanse the tongue', 'Helps to relieve lower abdominal soreness in women', 'Relieves pain during vaginal discharge', 'Reduces palpitations and helps in sound sleep']",['Extracts of quinine bush or bitterbark'],0.0,0
Dr. Majumder Homeo World Aegle Folia Dilution (30ml Each) 3X,6 bottles,1560,1560.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-aegle-folia-dilution-30ml-each-3x-otc859755,Dr. Majumder Homeo World,"['It reduces anxiety and helps in enhancing concentration', 'It can be effective in the management of diarrhoea and constipation', 'It provides effective relief from headaches', 'It reduces soreness and pain in the eyes', 'It is useful in the case of coryza with profuse salivation', 'It helps in managing nausea and vomiting', 'It provides effective relief from aching pain in the joints', 'It prevents painful eruptions on limbs which causes itching']",['Extracts from leaves of Aegle folia'],0.0,0
Wheezal Caprum Oxi. Nig. Trituration Tablet 3X,25 gm,175,161.0,https://www.1mg.com/otc/wheezal-caprum-oxi.-nig.-trituration-tablet-3x-otc841721,Wheezal Homoeo Pharma,"['It helps to provide relief for neurological conditions such as seizures', 'tremors', 'and convulsions', 'It is useful to give relief from muscle cramps and stiffness', 'It is effective to relieve skin conditions such as eczema', 'psoriasis', 'and itching', 'It helps in reducing the symptoms of anxiety and stress', 'It improves the overall well-being of the patient']",['Caprum Oxi. Nig.'],0.0,0
Bjain Acetalinidum / Antifebrinum Globules 0/9 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-acetalinidum-antifebrinum-globules-0-9-lm-otc837239,Bjain Pharmaceuticals Pvt. Ltd.,"['Helps in reducing high body temperature in fever', 'Helps in providing relief in case of headaches and migraines', 'Useful in alleviating the symptoms of collapse and cyanosis', 'These globules help to improve weak and irregular pulse', 'Helpful in managing the formation of blood clots']",['Acetanilidum/ Antifebrinum'],0.0,0
Bakson's Homeopathy Pituitary Posterior Dilution 50M,30 ml,350,329.0,https://www.1mg.com/otc/bakson-s-homeopathy-pituitary-posterior-dilution-50m-otc807130,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It may be useful in cerebral haemorrhage as it will prevent bleeding and assist in the absorption of clots', 'This anti-spasmodic medicine has a particular affinity towards the blood vessels in the head', 'It is also beneficial for vertigo', 'difficulty in mental concentration', 'confusion and congestive headache', 'It is useful in painful menses with disturbed cycle', 'It is also helpful in cervical pains', 'skin pigmentation disorders and loss of hair']",['Pituitarum posterium'],4.0,10
Similia Camphorhus Oil,60 ml,115,115.0,https://www.1mg.com/otc/similia-camphorhus-oil-otc503517,Similia Homoeo Laboratory,,,4.0,17
Dr. Reckeweg Iris Vers Dilution 200 CH,11 ml,170,168.0,https://www.1mg.com/otc/dr.-reckeweg-iris-vers-dilution-200-ch-otc335028,Dr Reckeweg & Co,"['It effectively addresses severe burning sensations along the alimentary canal', 'from mouth to anus', 'and helps manage symptoms such as sour vomiting with blood and bile', 'profuse salivation', 'and watery diarrhoea with a burning sensation', 'It helps restore appetite and provides relief from gastrointestinal discomfort', 'promoting better digestive health', 'It relieves headaches', 'especially those over the right side of the head', 'associated with blurred vision after mental exertion', 'It provides comfort from headaches that worsen at night and improve with continuous motion', 'It reduces the sensation of mouth and tongue injuries caused by exposure to extremely hot liquids', 'offering relief from oral discomfort']",['Iris Vers'],4.7,47
Dr Willmar Schwabe India Cichorium Intybus Dilution 1000 CH,30 ml,150,149.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-cichorium-intybus-dilution-1000-ch-otc399171,Dr Willmar Schwabe India Pvt Ltd,"['It is very effective in curing headache and constipation problems', 'It also cures vision-related problem associated with ageing', 'It also maintains a proper digestive system of the body']",['Cichorium Intybus'],0.0,0
Dr. Johns J-10 Pruritus-V Drop,30 ml,130,130.0,https://www.1mg.com/otc/dr.-johns-j-10-pruritus-v-drop-otc387537,Nanak Laboratories Pvt Ltd,,,0.0,0
LDD Bioscience Granatum Dilution 1000 CH,100 ml,230,223.0,https://www.1mg.com/otc/ldd-bioscience-granatum-dilution-1000-ch-otc842914,LDD Bioscience Pvt Ltd,"['It helps to relieve constant hunger with poor digestion and vomiting at night', 'It is useful in pain in the stomach and abdomen worse about umbilicus ineffectual urging', 'It boosts immunity and improves the wellbeing of the body']",['Granatum'],0.0,0
Bjain Ignatia Amara Globules 0/24 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-ignatia-amara-globules-0-24-lm-otc835558,Bjain Pharmaceuticals Pvt. Ltd.,"['Manages neurological symptoms such as hysteria', 'hysterical vomiting', 'sadness', 'and mood changes', 'Relieves cough', 'headache', 'and nausea that arise as a part of affections associated with grief', 'Helps to release emotional stress', 'Helpful in treating weakness in eyes', 'Indicated for managing sore and lumpy throat', 'Helps to regulate the menstrual cycle in women']",['Ignatia amara'],0.0,0
Bjain Hyoscyamus Niger Globules 0/15 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-hyoscyamus-niger-globules-0-15-lm-otc831483,Bjain Pharmaceuticals Pvt. Ltd.,"['This potent formula helps support the wellness of the nervous system', 'It helps deal with bouts of anxiety and stress', 'It is also beneficial in cases of spasmodic cough', 'This formula helps soothe the body and the mind']",['Extracts from the vegetable of the plant hyoscyamus niger'],0.0,0
SBL Hydrangea Arborescens Dilution 3 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-hydrangea-arborescens-dilution-3-ch-otc353465,SBL Pvt Ltd,"['Used for the treatment of prostate enlargement and urinary disorders', 'Helps in reducing the amount of white amorphous salts in the urine', 'Prevents the formation of calculus and relieves pain associated with renal calculus', 'Reduces the urge to urinate frequently and relieves pain while urinating', 'Based on homoeopathic composition', 'it is safe to use and has no side effects']",['Hydrangea Arborescens'],0.0,0
SBL Cocainum Muriaticum Dilution 30 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-cocainum-muriaticum-dilution-30-ch-otc352029,SBL Pvt Ltd,"['Maintains and brings out the sensations in the sexual organs that are absent', 'Reduces the inflammation in the glands and sensation of crawling under the skin that feels like worms', 'Helps with the speech caused from the paralysis of muscles and swallowing', 'Calms the mind and reduces the hallucinations of hearing', 'Helps in the treatment of involuntary movements and trembling of the hands and feet']",['Cocainum Muriaticum'],0.0,0
Dr. Reckeweg Absinthium Dilution 1000 CH,11 ml,180,180.0,https://www.1mg.com/otc/dr.-reckeweg-absinthium-dilution-1000-ch-otc335597,Dr Reckeweg & Co,"['It may help with convulsions particularly in children', '""It is a suspension for childrens vertigo and deals with it""', 'It is beneficial in the solution of gastrointestinal issues like discomfort and appetite loss', 'It decreases bloating', 'vomiting', 'and belching while increasing hunger', 'It may correct atypical cardiac functions and release pressure and congestion in the chest', 'It helps in the removal of worms from our bodies', 'It relieves painful mouth and throat ulcers from swallowing food and liquids']",['Absinthium'],0.0,0
Healing Herbs Bach Flower Gorse,10 ml,1500,1275.0,https://www.1mg.com/otc/healing-herbs-bach-flower-gorse-otc825394,Healing Herbs UK,"['It helps develop positive thinking', 'It helps to restore confidence and hope', 'It also helps to deal with panic attacks', 'It aids in the management of mental disorders', 'It may facilitate spiritual upliftment']",['Bach Flower Gorse'],0.0,0
Bjain Ipecacuanha Globules 0/10 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-ipecacuanha-globules-0-10-lm-otc833525,Bjain Pharmaceuticals Pvt. Ltd.,"['Helps to relieve spasmodic irritation in the chest and stomach', '""Useful for nausea which doesnt get better even after vomiting""', 'Effective for amoebic dysentery with pain around the navel', 'Helpful in cases of hypersalivation and irritable bowel movements']",['Ipecacuanha'],0.0,0
Dr Willmar Schwabe India Sabal Pentarkan Drop,30 ml,200,172.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-sabal-pentarkan-drop-otc327652,Dr Willmar Schwabe India Pvt Ltd,"['Used for urinary disturbances due to prostatic enlargement (BPH) and urinary tract infections', 'Indicated for enlargement of the prostate gland with a constant urge to urinate', 'more marked at night', 'Sabal Pentarkan drop has a positive effect on difficult urination', 'cystitis', 'epididymitis and paresis of sphincter vesicae', 'Tends to calm bladder irritability when there is an intolerable constant urge to urinate', 'Sabal Pentarkan drops are effective against recurrent infections', 'inflammations and conditions associated with chronic prostatitis and chronic urinary tract infections']","['Sabal Serrulata', 'Echinacea Purpurea', 'Passiflora Incarnata', 'Cantharis and Mercurius Biliodatus', 'Excipients', 'Alcohol']",4.5,264
SBL Natrum Muriaticum Dilution 6 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-natrum-muriaticum-dilution-6-ch-otc349050,SBL Pvt Ltd,"['Primarily used for the treatment of conditions associated with anaemia and inflammation', 'It can be used for the treatment of digestive disorders including painful constipation and loss of appetite', 'Regulates increased blood sugar which causes an increase in hunger and thirst', 'Treats inflammation of the frontal sinuses and relieves congestive headache', 'Effective in the treatment of nausea', 'vomiting and diarrhoea', 'Helps in reducing labour pains and irregular menstrual periods with a sharp pain in the pelvic region', 'Relieves constrictions of the chest and heart and rapid pulse rate', 'Treats skin troubles with oily skin and dry painful eruptions on scalp', 'Useful in the treatment of high fever with blisters and bodily weakness', 'Directions For Use:', 'Take 3-5 drops of dilution in half a cup of water three times a day or as directed by the physician.']",['Natrum Muriaticum'],4.5,607
SBL Plantanus Occidentalis Dilution 6 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-plantanus-occidentalis-dilution-6-ch-otc356258,SBL Pvt Ltd,"['Treats tarsal tumors of eyes', 'Works as a good astringent', 'Has diuretic and laxative properties', 'Good blood tonic', 'Promotes healing of wounds']",['Platanus'],0.0,0
SBL Cicaderma Ointment,25 gm,70,70.0,https://www.1mg.com/otc/sbl-cicaderma-ointment-otc330993,SBL Pvt Ltd,"['The ointment may help to provide faster relief from minor cuts and injuries', 'It helps to deal with nerve damage due to animal bites and accidents', 'The formula helps to deal with post-surgery cuts or trauma', 'The ingredients may help to manage ecchymosis']","['Calendula officinalis MT', 'Hypericum perforatum', 'Achillea millefolium', 'Ledum palustre MT', 'Pulsatilla MT']",0.0,0
Dr Willmar Schwabe India Cascara Sagrada Dilution 12 CH,30 ml,125,125.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-cascara-sagrada-dilution-12-ch-otc398736,Dr Willmar Schwabe India Pvt Ltd,"['Indicated in chronic cases of constipation with chronic indigestion', 'Useful in liver disorders and helps relieve ailments associated with haemorrhoids', 'It is primarily used for weak digestion and chronic cases of indigestion with foul breath', 'Indicated in urinary disorders including constricted urine with dribbling of the urine', 'Highly useful in pain in the muscles and joints with obstinate constipation']",['Cascara Sagrada'],0.0,0
